Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Map Scores,Team 1 Attack,Team 1 Defense,Team 1 Overtime,Team 2 Defense,Team 2 Attack,Team 2 Overtime,Durations (in seconds)
Champions Tour 2024: Americas Kickoff,Cloud9,MIBR,2024-02-16 20:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Split', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[8, 2, 5]","[5, 6, 8]","[None, None, None]","[4, 7, 7]","[7, 6, 3]","[None, None, None]","[4014, 2849, 3427]"
Champions Tour 2024: Americas Kickoff,LOUD,Sentinels,2024-02-17 17:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 9}]","[4, 5]","[9, 8]","[None, None]","[8, 7]","[3, 2]","[None, None]","[4329, 3105]"
Champions Tour 2024: Americas Kickoff,LEVIATÁN,100 Thieves,2024-02-17 19:35:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Split'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 9}, {'Map': 'Split', 'Team 1 Score': 3, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 11}]","[7, 3, 6]","[6, 0, 7]","[None, None, None]","[5, 9, 6]","[4, 4, 5]","[None, None, None]","[3798, 2197, 3187]"
Champions Tour 2024: Americas Kickoff,KRÜ Esports,G2 Esports,2024-02-18 17:00:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 9}, {'Map': 'Sunset', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[7, 6, 7]","[6, 3, 4]","[None, None, None]","[3, 6, 5]","[6, 7, 8]","[None, None, None]","[3970, 3193, 3400]"
Champions Tour 2024: Americas Kickoff,FURIA,MIBR,2024-02-19 17:00:00,Bo3,"[{'Team': 'MIBR', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Split', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Breeze', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[7, 3]","[2, 8]","[None, None]","[5, 9]","[8, 4]","[None, None]","[4452, 3386]"
Champions Tour 2024: Americas Kickoff,Sentinels,100 Thieves,2024-02-19 19:45:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Bind'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 5}, {'Map': 'Bind', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[9, 2, 7]","[4, 4, 6]","[None, None, None]","[3, 5, 5]","[2, 8, 3]","[None, None, None]","[2996, 2697, 2729]"
Champions Tour 2024: Americas Kickoff,NRG Esports,Cloud9,2024-02-23 17:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Ascent', 'Team 1 Score': 14, 'Team 2 Score': 12}]","[5, 5]","[8, 7]","[None, 2]","[3, 7]","[4, 5]","[None, 0]","[3641, 3514]"
Champions Tour 2024: Americas Kickoff,LOUD,LEVIATÁN,2024-02-23 19:25:00,Bo3,"[{'Team': 'LEV', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Bind', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 10}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 7}]","[8, 7, 9]","[3, 6, 4]","[None, None, None]","[4, 4, 3]","[9, 6, 4]","[None, None, None]","[4298, 3490, 3010]"
Champions Tour 2024: Americas Kickoff,G2 Esports,Evil Geniuses,2024-02-24 17:00:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 15}, {'Map': 'Icebox', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[8, 5]","[4, 6]","[1, None]","[4, 7]","[8, 6]","[3, None]","[4734, 3700]"
Champions Tour 2024: Americas Kickoff,Cloud9,MIBR,2024-02-25 15:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Bind', 'Team 1 Score': 12, 'Team 2 Score': 14}, {'Map': 'Ascent', 'Team 1 Score': 9, 'Team 2 Score': 13}]","[7, 4]","[5, 5]","[0, None]","[5, 6]","[7, 7]","[2, None]","[4563, 3381]"
Champions Tour 2024: Americas Kickoff,LEVIATÁN,Sentinels,2024-02-25 17:40:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Split', 'Team 1 Score': 3, 'Team 2 Score': 13}, {'Map': 'Breeze', 'Team 1 Score': 13, 'Team 2 Score': 6}, {'Map': 'Bind', 'Team 1 Score': 9, 'Team 2 Score': 13}]","[3, 9, 3]","[0, 4, 6]","[None, None, None]","[9, 3, 7]","[4, 3, 6]","[None, None, None]","[3011, 2700, 3174]"
Champions Tour 2024: Americas Kickoff,G2 Esports,KRÜ Esports,2024-02-25 20:55:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[6, 8]","[7, 5]","[None, None]","[3, 1]","[5, 7]","[None, None]","[3504, 2729]"
Champions Tour 2024: Americas Kickoff,MIBR,Sentinels,2024-02-26 15:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Split', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 6, 'Team 2 Score': 13}]","[2, 5]","[5, 1]","[None, None]","[10, 7]","[3, 6]","[None, None]","[3687, 2703]"
Champions Tour 2024: Americas Kickoff,G2 Esports,MIBR,2024-02-26 17:10:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]","[{'Map': 'Sunset', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 15, 'Team 2 Score': 13}, {'Map': 'Breeze', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[3, 7, 4]","[6, 5, 6]","[None, 3, None]","[7, 5, 7]","[6, 7, 6]","[None, 1, None]","[3634, 4114, 3547]"
Champions Tour 2024: Americas Kickoff,Sentinels,G2 Esports,2024-02-26 20:55:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Breeze', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 9, 'Team 2 Score': 13}]","[4, 6, 2]","[9, 3, 7]","[None, None, None]","[8, 4, 8]","[0, 9, 5]","[None, None, None]","[3268, 2828, 3170]"
Champions Tour 2024: Americas Kickoff,Evil Geniuses,LOUD,2024-03-02 17:00:00,Bo3,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Icebox', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 5, 'Team 2 Score': 13}]","[4, 3, 4]","[9, 4, 1]","[None, None, None]","[4, 5, 8]","[3, 8, 5]","[None, None, None]","[3504, 2865, 2445]"
Champions Tour 2024: Americas Kickoff,NRG Esports,Sentinels,2024-03-02 20:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Sunset', 'Team 1 Score': 14, 'Team 2 Score': 16}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Split', 'Team 1 Score': 3, 'Team 2 Score': 13}]","[5, 8, 1]","[7, 5, 2]","[2, None, None]","[7, 4, 11]","[5, 4, 2]","[4, None, None]","[4641, 3209, 2457]"
Champions Tour 2024: Americas Kickoff,LOUD,Sentinels,2024-03-03 17:00:00,Bo5,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Sunset', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 3, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Lotus', 'Team 1 Score': 4, 'Team 2 Score': 13}]","[5, 3, 8, 9, 2]","[4, 0, 5, 4, 2]","[None, None, None, None, None]","[5, 9, 4, 3, 3]","[8, 4, 7, 5, 10]","[None, None, None, None, None]","[4311, 2468, 3208, 3063, 2642]"
Champions Tour 2024: China Kickoff,Trace Esports,TYLOO,2024-02-22 04:00:00,Bo3,"[{'Team': 'TYL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TYL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TYL', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 4}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 3}]","[5, 2]","[8, 11]","[None, None]","[0, 2]","[4, 1]","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,FunPlus Phoenix,Nova Esports,2024-02-22 06:05:00,Bo3,"[{'Team': 'NOVA', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NOVA', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 5}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[6, 7]","[7, 6]","[None, None]","[0, 5]","[5, 5]","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,JDG Esports,Titan Esports Club,2024-02-23 02:00:00,Bo3,"[{'Team': 'JDG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'JDG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Lotus', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 14, 'Team 2 Score': 16}]","[6, 4]","[2, 8]","[None, 2]","[6, 8]","[7, 4]","[None, 4]","[None, None]"
Champions Tour 2024: China Kickoff,Dragon Ranger Gaming,All Gamers,2024-02-23 04:55:00,Bo3,"[{'Team': 'AG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'AG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'AG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 4}]","[8, 4]","[5, 9]","[None, None]","[4, 1]","[7, 3]","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,Bilibili Gaming,Wolves Esports,2024-02-23 07:05:00,Bo3,"[{'Team': 'BLG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Ascent', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 7, 'Team 2 Score': 13}]","[3, 2]","[6, 5]","[None, None]","[9, 6]","[4, 7]","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,TYLOO,Nova Esports,2024-02-24 04:00:00,Bo3,"[{'Team': 'TYL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TYL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'NOVA', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TYL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Ascent', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[6, 6]","[5, 5]","[None, None]","[6, 6]","[7, 7]","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,JDG Esports,All Gamers,2024-02-24 06:25:00,Bo3,"[{'Team': 'AG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'AG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'JDG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'AG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[6, 6]","[7, 7]","[None, None]","[6, 6]","[5, 2]","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,Trace Esports,FunPlus Phoenix,2024-02-25 02:00:00,Bo3,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Sunset', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Lotus', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[7, 8, 5]","[4, 5, 5]","[None, None, None]","[5, 4, 6]","[8, 7, 7]","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Kickoff,Titan Esports Club,Dragon Ranger Gaming,2024-02-25 05:30:00,Bo3,"[{'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Icebox', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Bind', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[1, 7, 4]","[10, 6, 6]","[None, None, None]","[11, 2, 7]","[2, 6, 6]","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Kickoff,Wolves Esports,EDward Gaming,2024-02-25 09:00:00,Bo3,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]","[{'Map': 'Bind', 'Team 1 Score': 10, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 10}, {'Map': 'Breeze', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[5, 6, 4]","[5, 7, 7]","[None, None, None]","[7, 6, 8]","[6, 4, 5]","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Kickoff,Trace Esports,Nova Esports,2024-02-26 02:00:00,Bo3,"[{'Team': 'NOVA', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NOVA', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 5}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 4}]","[6, 5]","[7, 8]","[None, None]","[0, 0]","[5, 4]","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,Titan Esports Club,JDG Esports,2024-02-26 04:05:00,Bo3,"[{'Team': 'JDG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'JDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Bind', 'Team 1 Score': 5, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 14, 'Team 2 Score': 12}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[1, 7, 7]","[4, 5, 6]","[None, 2, None]","[5, 5, 4]","[8, 7, 6]","[None, 0, None]","[None, None, None]"
